@@Culture:ru-RU
AERole;Description;"Members of this application role and its child roles are allowed to edit IT Shop structures. They edit application roles in the category ""IT Shop"" and specify their members.";"Members of this application role and its child roles are allowed to edit IT Shop structures. They edit application roles in the category ""IT Shop"" and specify their members.";"Лица этой роли в приложении и ее дочерних узлов допускаются к редактированию структур ИТ-супермаркета. Они могут изменять роли в приложении в категории ""ИТ-супермаркет"" и указывать лица, занимающие их."
AERole;Description;"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure ID, IP or IL (approvers (IT) of department, cost center or location) is used.";"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure ID, IP or IL (approvers (IT) of department, cost center or location) is used.";"Лица этой роли в приложении и ее дочерних узлов допускаются к утверждению запросов ИТ-супермаркета по процедуре ID, IP или IL (утверждение (ИТ) отдела, центра затрат или участка)."
AERole;Description;"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure OA (Product manager) is used. They can edit service items and service categories.";"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure OA (Product manager) is used. They can edit service items and service categories.";"Лица этой роли в приложении и ее дочерних узлов допускаются к утверждению запросов ИТ-супермаркета по процедуре OA (менеджер продуктов). Они могут редактировать элементы и категории услуг."
AERole;Description;"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure RD, RP or RL (approvers of department, cost center or location) is used.";"Members of this application role and its child roles are allowed to perform IT Shop approvals, if approval procedure RD, RP or RL (approvers of department, cost center or location) is used.";"Лица этой роли в приложении и ее дочерних узлов допускаются к утверждению запросов ИТ-супермаркета по процедуре RD, RP или RL (утверждение отдела, центра затрат или участка)."
AERole;Description;"Members of this application role and its child roles are allowed to run user specific actions in the Identity Manager.";"Members of this application role and its child roles are allowed to run user specific actions in the Identity Manager.";"Лица этой роли в приложении и ее дочерних узлов допускаются к выполнению пользовательских действий в Identity Manager."
AERole;Description;"Members of this application role and its child roles edit application roles in the category ""Custom"", define customized application roles and specify their members.";"Members of this application role and its child roles edit application roles in the category ""Custom"", define customized application roles and specify their members.";"Лица этой роли в приложении и ее дочерних узлов могут изменять прикладные роли в категории «Собственные», задавать собственные прикладные роли и указывать лица, занимающие их."
AERole;Description;"Members of this application role are allowed to perform IT Shop approvals.";"Members of this application role are allowed to perform IT Shop approvals.";"Лица этой роли в приложении имеют право выполнять утверждение ИТ-супермаркета."
AERole;Description;"Members of this application role are authorized to use the web application for the operations support.";"Members of this application role are authorized to use the web application for the operations support.";"Участникам этой роли в приложении разрешено использовать веб-приложение для поддержки операций."
AERole;Description;"Members of this application role edit administrators application roles and define their members.";"Members of this application role edit administrators application roles and define their members.";"Лица этой роли в приложении могут редактировать административные прикладные роли и указывать лица, занимающие их."
AERole;Description;"Nodes for application roles relating to employee management.";"Nodes for application roles relating to employee management";"Узлы для ролей в приложении, относящихся к управлению персоналом."
AERole;Description;"Nodes for application roles relating to IT Shop management.";"Nodes for application roles relating to IT Shop management";"Узлы для ролей в приложении, относящихся к управлению ИТ-супермаркетом."
AERole;Description;"Nodes for application roles relating to organizations management.";"Nodes for application roles relating to organizations management";"Узлы для ролей в приложении, относящихся к управлению организациями."
AERole;Description;"Nodes for special application roles representing the company's management level.";"Nodes for special application roles representing the company's management level";"Узлы для специальных ролей в приложении, представляющих уровень управления компанией."
AERole;Description;"Root node for all base roles.";"Root node for all base roles";"Корневой узел для всех базовых ролей"
AERole;Description;"Root node for application roles that are related to Request & Fulfillment.";"Root node for application roles that are related to Request & Fulfillment";"Корневой узел для всех ролей в приложении, связанных с системой «Запрос и выполнение»"
AERole;Description;"Root node for roles that are related to Identity & Access Governance.";"Root node for roles that are related to Identity & Access Governance";"Корневой узел для ролей, связанных с системой «Управление удостоверениями и доступом»"
AERole;Description;"Root node for user specific application roles.";"Root node for user specific application roles";"Корневой узел для пользовательских ролей приложений"
AERole;Description;"Root nodes for application roles that relate to the Identity Management.";"Root nodes for application roles that relate to the Identity Management";"Корневые узлы для ролей в приложении, относящихся к системе «Управление удостоверениями»"
AERole;Description;"The application role is automatically assigned to a user if the user is a manager or supervisor of employees, departments, locations, cost centers, business roles or IT Shops.";"The application role is automatically assigned to a user if the user is a manager or supervisor of employees, departments, locations, cost centers, business roles or IT Shops.";"Роль в приложении автоматически назначается пользователю, если пользователь — это менеджер или контролер сотрудников, отделов, участков, центров учета затрат или ИТ-супермаркетов."
AERole;Description;"This base role automatically guarantees read permissions on Web Portal objects to each user. The permissions group for this application role can be replaced by a custom permissions group.";"This base role automatically guarantees read permissions on Web Portal objects to each user. The permissions group for this application role can be replaced by a custom permissions group.";"Эта базовая роль автоматически гарантирует разрешения на чтение объектов веб-портала всех пользователей. Группа разрешений для этой роли в приложении может быть заменена собственной группой разрешений."
AERole;Description;"This base role is automatically assigned to each user. The permissions group for this application role can be replaced by a custom permissions group.";"This base role is automatically assigned to each user. The permissions group for this application role can be replaced by a custom permissions group.";"Эта базовая роль автоматически назначается каждому пользователю. Группа разрешений для этой роли в приложении может быть заменена собственной группой разрешений."
AERole;FullPath;"Base roles";"Base roles";"Базовые роли"
AERole;FullPath;"Base roles\Administrators";"Base roles\Administrators";"Базовые роли\Администраторы"
AERole;FullPath;"Base roles\Birthright Assignments";"Base roles\Birthright Assignments";"Базовые роли\Присвоение по происхождению"
AERole;FullPath;"Base roles\Employee Managers";"Base roles\Employee Managers";"Базовые роли\Менеджеры персонала"
AERole;FullPath;"Base roles\Everyone (Change)";"Base roles\Everyone (Change)";"Базовые роли\Все (Изменить)"
AERole;FullPath;"Base roles\Everyone (Lookup)";"Base roles\Everyone (Lookup)";"Базовые роли\Все (Просмотр)"
AERole;FullPath;"Base roles\Operations support";"Base roles\Operations support";"Базовые роли\Поддержка операций"
AERole;FullPath;"Base roles\Self-registered employees";"Base roles\Self-registered employees";"Базовые роли\Самостоятельно регистрирующиеся сотрудники"
AERole;FullPath;"Custom";"Custom";"Собственный"
AERole;FullPath;"Custom\Administrators";"Custom\Administrators";"Собственные\Администраторы"
AERole;FullPath;"Custom\Managers";"Custom\Managers";"Собственные\Менеджеры"
AERole;FullPath;"Identity & Access Governance";"Identity & Access Governance";"Управление идентификацией и доступом"
AERole;FullPath;"Identity Management";"Identity Management";"Управление идентификационными данными"
AERole;FullPath;"Identity Management\Employees";"Identity Management\Employees";"Управление идентификацией\Сотрудники"
AERole;FullPath;"Identity Management\Employees\Administrators";"Identity Management\Employees\Administrators";"Управление идентификацией\Сотрудники\Администраторы"
AERole;FullPath;"Identity Management\Management level";"Identity Management\Management level";"Управление идентификацией\Уровень управления"
AERole;FullPath;"Identity Management\Organizations";"Identity Management\Organizations";"Управление идентификацией\Организации"
AERole;FullPath;"Identity Management\Organizations\Administrators";"Identity Management\Organizations\Administrators";"Управление идентификацией\Организации\Администраторы"
AERole;FullPath;"Identity Management\Organizations\Role Approvers";"Identity Management\Organizations\Role approvers";"Управление идентификацией\Организации\Ответственные за утверждение ролей"
AERole;FullPath;"Identity Management\Organizations\Role Approvers (IT)";"Identity Management\Organizations\Role approvers (IT)";"Управление идентификацией\Организации\Ответственные за утверждение ролей (ИТ)"
AERole;FullPath;"Request & Fulfillment";"Request & Fulfillment";"Запрос и выполнение"
AERole;FullPath;"Request & Fulfillment\IT Shop";"Request & Fulfillment\IT Shop";"Запрос и выполнение\ИТ-супермаркет"
AERole;FullPath;"Request & Fulfillment\IT Shop\Administrators";"Request & Fulfillment\IT Shop\Administrators";"Запрос и выполнение\ИТ-супермаркет\Администраторы"
AERole;FullPath;"Request & Fulfillment\IT Shop\Chief approval team";"Request & Fulfillment\IT Shop\Chief approval team";"Запрос и выполнение\ИТ-супермаркет\Главная группа утверждения"
AERole;FullPath;"Request & Fulfillment\IT Shop\Product owners";"Request & Fulfillment\IT Shop\Product owners";"Запрос и выполнение\ИТ-супермаркет\Владельцы продуктов"
AERole;Ident_AERole;"Administrators";"Administrators";"Администраторы"
AERole;Ident_AERole;"Attestors";"Attestors";"Аттестаторы"
AERole;Ident_AERole;"Base roles";"Base roles";"Базовые роли"
AERole;Ident_AERole;"Birthright Assignments";"Birthright Assignments";"Присвоение по происхождению"
AERole;Ident_AERole;"Chief approval team";"Chief approval team";"Главная группа утверждения"
AERole;Ident_AERole;"Custom";"Custom";"Собственный"
AERole;Ident_AERole;"Employee Managers";"Employee Managers";"Менеджеры персонала"
AERole;Ident_AERole;"Employees";"Employees";"Сотрудники"
AERole;Ident_AERole;"Everyone (Change)";"Everyone (Change)";"Все (Изменить)"
AERole;Ident_AERole;"Everyone (Lookup)";"Everyone (Lookup)";"Все (Просмотр)"
AERole;Ident_AERole;"Identity & Access Governance";"Identity & Access Governance";"Управление идентификацией и доступом"
AERole;Ident_AERole;"Identity Management";"Identity Management";"Управление идентификационными данными"
AERole;Ident_AERole;"IT Shop";"IT Shop";"ИТ-супермаркет"
AERole;Ident_AERole;"Management level";"Management level";"Уровень управления"
AERole;Ident_AERole;"Managers";"Managers";"Менеджеры"
AERole;Ident_AERole;"Operations support";"Operations support";"Поддержка операций"
AERole;Ident_AERole;"Organizations";"Organizations";"Организации"
AERole;Ident_AERole;"Product owners";"Product owners";"Владельцы продуктов"
AERole;Ident_AERole;"Request & Fulfillment";"Request & Fulfillment";"Запрос и выполнение"
AERole;Ident_AERole;"Role Approvers";"Role approvers";"Ответственные за утверждение ролей"
AERole;Ident_AERole;"Role Approvers (IT)";"Role approvers (IT)";"Ответственные за утверждение ролей (ИТ)"
AERole;Ident_AERole;"Self-registered employees";"Self-registered employees";"Самостоятельно регистрирующиеся сотрудники"
BaseTreeAssign;DelegationType;"Delegation via assignment PersonToBaseTree";"Delegation of memberships";"Делегирование членства"
BaseTreeAssign;DelegationType;"Delegation via foreign key assignment";"Delegation of accountability";"Делегирование отчетности"
BaseTreeAssign;DelegationType;"No delegation";"No delegation";"Без делегирования"
DelegableItem;Criteria;"Employee manager";"Employee manager";"Менеджер сотрудника"
DelegableItem;Criteria;"Governed data business owner";"Governed data business owner";"Бизнес-владелец управляемых данных"
DelegableItem;Criteria;"Membership";"Membership";"Членство"
DelegableItem;Criteria;"Role manager";"Role manager";"Менеджер роли"
Delegation;OrderState;"Aborted";"Aborted";"Прервано"
Delegation;OrderState;"Approved";"Approved";"Утверждено"
Delegation;OrderState;"Assigned";"Assigned";"Назначено"
Delegation;OrderState;"Cancellation";"Cancellation";"Отмена"
Delegation;OrderState;"Denied";"Denied";"Отклонено"
Delegation;OrderState;"New";"New";"Новое"
Delegation;OrderState;"Pending";"Pending";"В ожидании"
Delegation;OrderState;"Renewal";"Renewal";"Обновление"
Delegation;OrderState;"Request";"Request";"Запрос"
Delegation;OrderState;"Unsubscribed";"Unsubscribed";"Нет подписки"
DialogAEDS;Description;"%Globals.QIM_ProductNameShort% Web Portal";"%Globals.QIM_ProductNameShort% Web Portal";"%Globals.QIM_ProductNameShort% Web Portal"
DialogAEDS;Description;"Action before editing employee data";"Action before editing employee data";"Действие до редактирования данных о сотруднике"
DialogAEDS;Description;"Action deletes a product from the cart";"Action deletes a product from the cart";"Действие удаляет продукт из корзины"
DialogAEDS;Description;"Action duplicates a request to another employee";"Action duplicates a request to another employee";"Действие дублирует запрос другому сотруднику"
DialogAEDS;Description;"Action inserts a product and its dependencies in the cart";"Action inserts a product and its dependencies in the cart";"Действие помещает продукт и связанные с ним элементы в корзину"
DialogAEDS;Description;"Action inserts a product for a beginner";"Action inserts a product for a beginner";"Действие добавляет продукт для начинающего"
DialogAEDS;Description;"Action sends a request";"Action sends a request";"Действие посылает запрос"
DialogAEDS;Description;"Action test employee data";"Action test employee data";"Действие проверяет данные о сотруднике"
DialogAEDS;Description;"Action tests simple rules and compliance during request procedure";"Action tests simple rules and compliance during request procedure";"Действие выполняет проверку простых правил и норм в ходе запроса"
DialogAEDS;Description;"Add and fill requests with products for yourself and other employees";"Add and fill requests with products for yourself and other employees";"Добавить запросы и заполнить их продуктами для себя и других сотрудников"
DialogAEDS;Description;"Application entry-level model.";"Application entry-level model.";"Модель приложения начальной конфигурации."
DialogAEDS;Description;"Application entry-level module";"Application entry-level module";"Модуль приложения начальной конфигурации."
DialogAEDS;Description;"Application startup module";"Application startup module";"Начальный модуль приложения"
DialogAEDS;Description;"Approvals section overview";"Approvals section overview";"Обзор раздела утверждений"
DialogAEDS;Description;"Attestation history overview";"Attestation history overview";"Обзор архива аттестаций"
DialogAEDS;Description;"Attestation overview";"Attestation overview";"Обзор аттестаций"
DialogAEDS;Description;"Cart overview page";"Cart overview page";"Страница просмотра корзины"
DialogAEDS;Description;"Cart template grouped by public or privat";"Cart template grouped by public or privat";"Шаблоны корзины сгруппированы по публичным и частным"
DialogAEDS;Description;"Color signal display for products";"Color signal display for products";"Цветовая маркировка продуктов"
DialogAEDS;Description;"Compliance exception approvals";"Compliance exception approvals";"Утверждение исключений нормоконтроля"
DialogAEDS;Description;"Compliance Policies section overview";"Compliance Policies section overview";"Раздел обзора политик нормоконтроля"
DialogAEDS;Description;"Compliance section overview";"Compliance section overview";"Раздел обзора нормоконтроля"
DialogAEDS;Description;"Components for changing the user password";"Components for changing the user password";"Компоненты для смены пароля пользователя"
DialogAEDS;Description;"Components for displaying a list of object properties";"Components for displaying a list of object properties";"Компоненты для отображения списка свойств объекта"
DialogAEDS;Description;"Components for displaying approval history";"Components for displaying approval history";"Компоненты для отображения архива утверждений"
DialogAEDS;Description;"Components for displaying attestation cases for a permissions object";"Components for displaying attestation cases for a permissions object";"Компоненты для отображения вопросов аттестации, связанных с объектом разрешения"
DialogAEDS;Description;"Components for displaying foreign keys on table AccProduct with insert option";"Components for displaying foreign keys on table AccProduct with insert option";"Компоненты для отображения внешних ключей в таблице AccProduct с возможностью вставки"
DialogAEDS;Description;"Components for displaying notification for users";"Components for displaying notification for users";"Компоненты для отображения уведомлений пользователям"
DialogAEDS;Description;"Components for displaying reports";"Components for displaying reports";"Компоненты для отображения отчетов"
DialogAEDS;Description;"Components for displaying the criticality of a rule violation";"Components for displaying the criticality of a rule violation";"Компоненты для отображения степени критичности нарушения правил"
DialogAEDS;Description;"Components for displaying the navigation bar";"Components for displaying the navigation bar";"Компоненты для отображения панели навигации"
DialogAEDS;Description;"Components for displaying the origin of role memberships";"Components for displaying the origin of role memberships";"Компоненты для отображения источников членства в роли"
DialogAEDS;Description;"Components for displaying the use of permissions objects";"Components for displaying the use of permissions objects";"Компоненты для отображения потребления объектов разрешений"
DialogAEDS;Description;"Components for filling a foreign key column with tree structure";"Components for filling a foreign key column with tree structure";"Компоненты для заполнения столбца внешнего ключа древовидной структурой"
DialogAEDS;Description;"Components for inserting new role permissions";"Components for inserting new role permissions";"Компоненты для добавления новых разрешений роли"
DialogAEDS;Description;"Components for maintaining membership in roles";"Components for maintaining membership in roles";"Компоненты для поддержания членства в ролях"
DialogAEDS;Description;"Components for maintaining permissions assignments to roles";"Components for maintaining permissions assignments to roles";"Компоненты для поддержания разрешений, присвоенных ролям"
DialogAEDS;Description;"Components for one single approval step (approve/deny)";"Components for one single approval step (approve/deny)";"Компоненты для одноэтапного процесса утверждения (утвердить/отклонить)"
DialogAEDS;Description;"Components that load the currently  matching cart request object for an employee";"Components that load the currently  matching cart request object for an employee";"Компоненты, загружающие соответствующий объект запроса в корзину сотрудника"
DialogAEDS;Description;"Default component for displaying a view with edit options";"Default component for displaying a view with edit options";"Компонент по умолчанию для отображения представления с возможностью правки"
DialogAEDS;Description;"Default components for displaying a dashboard element";"Default components for displaying a chart";"Компоненты по умолчанию для отображения диаграммы"
DialogAEDS;Description;"Default components for displaying a panel with edit option";"Default components for displaying a panel with edit option";"Компоненты по умолчанию для отображения панели с возможностью правки"
DialogAEDS;Description;"Default components for displaying AccProduct object details";"Default components for displaying AccProduct object details";"Компоненты по умолчанию для отображения сведения об объекте AccProduct"
DialogAEDS;Description;"Default components for displaying attestation case object details";"Default components for displaying attestation case object details";"Компоненты по умолчанию для отображения сведений об объекте, представляющем собой вопрос аттестации"
DialogAEDS;Description;"Default components for displaying object details";"Default components for displaying object details";"Компоненты по умолчанию для отображения сведения об объекте"
DialogAEDS;Description;"Default components for displaying QERPolicies.";"Default components for displaying QERPolicies.";"Компоненты по умолчанию для отображения QERPolicies."
DialogAEDS;Description;"Default components for editing an employee";"Default components for editing an employee";"Компоненты по умолчанию для редактирования сотрудника"
DialogAEDS;Description;"Default components for employee detail view";"Default components for employee detail view";"Компоненты по умолчанию для представления сведений о сотрудниках"
DialogAEDS;Description;"Default components for employee search";"Default components for employee search";"Компоненты по умолчанию для поиска сотрудников"
DialogAEDS;Description;"Default components for employees multi-select";"Default components for employees multi-select";"Компоненты по умолчанию для множественного выбора сотрудников"
DialogAEDS;Description;"Default components for selecting and searching for a request number";"Default components for selecting and searching for a request number";"Компоненты по умолчанию для выбора и поиска запросов по номеру"
DialogAEDS;Description;"Default components for showing attestation policies.";"Default components for showing attestation policies.";"Компоненты по умолчанию для представления политик аттестации."
DialogAEDS;Description;"Default components for showing compliance rule and policies.";"Default components for showing compliance rule and policies.";"Компоненты по умолчанию для представления правил и политик нормоконтроля."
DialogAEDS;Description;"Default date properties handling";"Default date properties handling";"Обработка свойств даты по умолчанию"
DialogAEDS;Description;"Default display of a recursive object hierarchy in a tree";"Default display of a recursive object hierarchy in a tree";"Отображение рекурсивной иерархии объектов по умолчанию в виде дерева"
DialogAEDS;Description;"Default display of an object hierarchy in a tree";"Default display of an object hierarchy in a tree";"Отображение иерархии объектов по умолчанию в виде дерева"
DialogAEDS;Description;"Default display of recursive object hierarchy in a tree";"Default display of recursive object hierarchy in a tree";"Отображение рекурсивной иерархии объектов по умолчанию в виде дерева"
DialogAEDS;Description;"Default display of report provided";"Default display of report provided";"Отчет предоставляется в форме по умолчанию"
DialogAEDS;Description;"Default gender selection handling";"Default gender selection handling";"Обработка выбора пола по умолчанию"
DialogAEDS;Description;"Default generic foreign key relation handling";"Default generic foreign key relation handling";"Обработка отношений с обобщенным внешним ключом по умолчанию"
DialogAEDS;Description;"Default layout template";"Default layout template";"Шаблон компоновки по умолчанию"
DialogAEDS;Description;"Default many-to-many relations handling";"Default many-to-many relations handling";"Обработка отношений ""многие-ко-многим"" по умолчанию"
DialogAEDS;Description;"Default message box display";"Default message box display";"Отображение окна сообщений по умолчанию"
DialogAEDS;Description;"Default pop-up display";"Default pop-up display";"Отображение всплывающего окна по умолчанию"
DialogAEDS;Description;"Default product editor for displaying AccProduct detailed information";"Default product editor for displaying AccProduct detailed information";"Редактор продуктов по умолчанию для отображения подробных сведений об AccProduct"
DialogAEDS;Description;"Default product editor for displaying detailed cart item information";"Default product editor for displaying detailed cart item information";"Редактор продуктов по умолчанию для отображения подробных сведений об элементе корзины"
DialogAEDS;Description;"Default product editor for displaying PersonWantsOrg object detailed information";"Default product editor for displaying PersonWantsOrg object detailed information";"Редактор продуктов по умолчанию для отображения подробных сведений об объекте PersonWantsOrg"
DialogAEDS;Description;"Default product editor for duplicating a shopping center";"Default product editor for duplicating a shopping center";"Редактор продуктов по умолчанию для дублирования центра покупок"
DialogAEDS;Description;"Default product editor for inserting a cart item";"Default product editor for inserting a cart item";"Редактор продуктов по умолчанию для вставки элемента корзины"
DialogAEDS;Description;"Default property labeling";"Default property labeling";"Присвоение меток свойствам по умолчанию"
DialogAEDS;Description;"Default text properties handling";"Default text properties handling";"Обработка свойств текста по умолчанию"
DialogAEDS;Description;"Delegation";"Delegation";"Делегирование"
DialogAEDS;Description;"Display for a compliance rule warning level";"Display for a compliance rule warning level";"Отобразить для уровня предупреждений о нарушении норм"
DialogAEDS;Description;"Displays available product groups";"Displays available product groups";"Отображение доступных групп продуктов"
DialogAEDS;Description;"Displays compliance rules that violate a request";"Displays compliance rules that violate a request";"Отображение норм, нарушаемых запросом"
DialogAEDS;Description;"Displays detailed information about a delegation";"Displays detailed information about a delegation";"Отображение подробных сведений о делегировании"
DialogAEDS;Description;"Displays info system statistic data";"Displays info system statistic data";"Отображение статистических данных панели сведений"
DialogAEDS;Description;"Displays product groups in a second layer with recursive subgroups";"Displays product groups in a second layer with recursive subgroups";"Отображение групп продуктов во втором слое с рекурсивными подгруппами"
DialogAEDS;Description;"Editing employee data";"Editing employee data";"Редактирование данных о сотрудниках"
DialogAEDS;Description;"Editing employee personal data";"Editing employee personal data";"Редактирование личных данных сотрудников"
DialogAEDS;Description;"Editing temporary disabling of an employee object";"Editing temporary disabling of an employee object";"Редактирование временной деактивации объекта, представляющего сотрудника"
DialogAEDS;Description;"Editor for selecting optional accessories for a product in the cart";"Editor for selecting optional accessories for a product in the cart";"Редактор для выбора необязательных комплектующих к продукту в корзине"
DialogAEDS;Description;"Employee overview";"Employee overview";"Обзор сотрудника"
DialogAEDS;Description;"Employees section overview";"Employees section overview";"Обзор раздела сотрудников"
DialogAEDS;Description;"Generates a single message for a user";"Generates a single message for a user";"Формирует одно сообщение для пользователя"
DialogAEDS;Description;"Grid column group for cart items to display requester and validity period";"Grid column group for cart items to display requester and validity period";"Группа столбцов таблицы для отображения отправителя запроса и срока действия применительно к элементам корзины"
DialogAEDS;Description;"Grid column group for displaying delegated roles";"Grid column group for displaying delegated roles";"Группа столбцов таблицы для отображения делегированных ролей"
DialogAEDS;Description;"Grid column group for displaying enabled personWantsOrg objects";"Grid column group for displaying enabled PersonWantsOrg objects";"Группа столбцов таблицы для отображения включенных объектов PersonWantsOrg"
DialogAEDS;Description;"Grid column group for displaying my roles and roles delegated by me";"Grid column group for displaying my roles and roles delegated by me";"Группа столбцов таблицы для отображения моих и делегированных мне ролей"
DialogAEDS;Description;"Grid column group for displaying product properties";"Grid column group for displaying product properties";"Группа столбцов таблицы для отображения свойств продукта"
DialogAEDS;Description;"Grid display for template and linked products as well";"Grid display for template and linked products as well";"Отображение в таблице также шаблонов и связанных продуктов"
DialogAEDS;Description;"Grid display for templates and linked products with edit options as well";"Grid display for templates and linked products with edit options as well";"Отображение в таблице также шаблонов и связанных продуктов с возможностью редактирования"
DialogAEDS;Description;"Grid layer compliance frameworks";"Grid layer compliance frameworks";"Слой таблицы — платформы нормоконтроля"
